client_id,birth_dt,reg_dttm,purchase_id,purchase_dt,purchase_amt
822858,19May1990,"23Jan2019 10:48:18,000",1186698797,31Jan2019,3500
822867,16Feb1997,"24Jan2019 0:12:15,000",,,
822879,22Jun1991,"23Jan2019 11:57:30,000",1226258890,25Feb2019,500
822879,22Jun1991,"23Jan2019 11:57:30,000",1241434638,05Mar2019,2000
822883,07Sep1996,"23Jan2019 10:49:53,000",,,
822885,08Dec1995,"23Jan2019 20:00:27,000",,,
822888,04Feb1970,"23Jan2019 17:50:29,000",1281988634,28Mar2019,5500
822889,19Oct1983,"23Jan2019 9:55:28,000",1287810953,01Apr2019,4000
822900,18Feb1987,"23Jan2019 15:45:27,000",,,
822903,05May1995,"23Jan2019 11:38:08,000",1233695222,27Feb2019,3000
822903,05May1995,"23Jan2019 11:38:08,000",1243703462,07Mar2019,1500
822917,29Apr1993,"23Jan2019 14:43:33,000",1205713100,12Feb2019,2500
822923,30Jan2000,"23Jan2019 12:05:56,000",1208578928,13Feb2019,5000
822923,30Jan2000,"23Jan2019 12:05:56,000",1277521066,26Mar2019,4500
822923,30Jan2000,"23Jan2019 12:05:56,000",1296875246,05Apr2019,5000
822926,01Aug1998,"23Jan2019 11:46:11,000",1174800473,24Jan2019,500
822926,01Aug1998,"23Jan2019 11:46:11,000",1196649884,07Feb2019,1500
822927,02Jul1987,"23Jan2019 9:54:09,000",1181921738,29Jan2019,500
822931,05Jun1999,"23Jan2019 9:45:28,000",,,
822932,02Sep2000,"23Jan2019 11:46:59,000",1176435453,25Jan2019,2000
822932,02Sep2000,"23Jan2019 11:46:59,000",1224005293,22Feb2019,3000
822936,15Nov1997,"23Jan2019 15:00:58,000",,,
822939,08Aug1960,"23Jan2019 9:55:28,000",,,
822956,24Dec1987,"23Jan2019 10:56:24,000",,,
822974,13Aug1979,"23Jan2019 12:49:41,000",,,
822976,23Jul1996,"23Jan2019 13:10:50,000",1204854446,11Feb2019,4000
822986,23Jun1994,"23Jan2019 9:52:14,000",1217884516,19Feb2019,5000
822986,23Jun1994,"23Jan2019 9:52:14,000",1295315274,05Apr2019,1500
822987,04Apr1999,"23Jan2019 18:42:31,000",,,
823013,29Mar1967,"23Jan2019 10:49:45,000",,,
823017,25Apr1994,"23Jan2019 14:55:17,000",1180471944,29Jan2019,1000
823017,25Apr1994,"23Jan2019 14:55:17,000",1226066722,24Feb2019,4000
823019,11May1996,"23Jan2019 15:52:46,000",,,
823020,15Dec1966,"23Jan2019 18:35:28,000",,,
823028,02Jul1986,"23Jan2019 15:39:47,000",,,
823031,15Jul1996,"23Jan2019 12:15:29,000",1174667561,23Jan2019,3500
823052,24May1989,"23Jan2019 10:46:09,000",,,
823057,30Nov1989,"23Jan2019 10:58:58,000",1180609849,28Jan2019,2500
823057,30Nov1989,"23Jan2019 10:58:58,000",1205850197,13Feb2019,500
823057,30Nov1989,"23Jan2019 10:58:58,000",1236435978,01Mar2019,4500
823057,30Nov1989,"23Jan2019 10:58:58,000",1294057990,03Apr2019,3500
823065,26Nov1976,"24Jan2019 11:55:02,000",1243018130,06Mar2019,500
823086,15Jul1991,"24Jan2019 12:31:06,000",1295836982,04Apr2019,6000
823090,12Apr1982,"24Jan2019 9:40:32,000",,,
823096,24Feb1998,"24Jan2019 16:03:33,000",1185538277,31Jan2019,500
823096,24Feb1998,"24Jan2019 16:03:33,000",1198876854,08Feb2019,500
823108,02Dec1976,"24Jan2019 16:36:54,000",,,
823115,12Jun1995,"24Jan2019 18:37:16,000",1255384397,13Mar2019,4500
823120,20Sep1972,"24Jan2019 12:02:33,000",,,
823127,15Jul1998,"24Jan2019 21:30:30,000",,,
823131,13Jul1991,"24Jan2019 13:30:38,000",,,
823139,02Jan2001,"24Jan2019 16:23:13,000",,,
823150,16Apr1996,"24Jan2019 10:02:19,000",,,
823167,29Nov1997,"24Jan2019 10:52:22,000",1216484913,18Feb2019,3000
823174,13Jul1987,"24Jan2019 15:20:30,000",,,
823177,02Mar1979,"24Jan2019 13:05:31,000",,,
823182,22Feb1989,"24Jan2019 14:00:39,000",,,
823200,05Jun1992,"24Jan2019 9:57:16,000",1194830747,06Feb2019,500
823201,06May1981,"24Jan2019 14:16:50,000",1223694824,21Feb2019,3500
823201,06May1981,"24Jan2019 14:16:50,000",1244324271,07Mar2019,4500
823201,06May1981,"24Jan2019 14:16:50,000",1293846083,03Apr2019,4500
823211,21Apr1983,"24Jan2019 13:25:35,000",,,
823216,20Jan1979,"24Jan2019 12:25:55,000",,,
823222,21Apr1972,"24Jan2019 10:35:35,000",,,
823234,29Mar1990,"24Jan2019 19:00:31,000",,,
823252,11Dec1965,"24Jan2019 13:35:36,000",1259011549,15Mar2019,5500
823258,06Sep1977,"24Jan2019 10:00:11,000",1231609428,26Feb2019,3000
823258,06Sep1977,"24Jan2019 10:00:11,000",1286514146,31Mar2019,3500
823269,22Sep1982,"24Jan2019 13:07:15,000",,,
823282,29Sep1990,"24Jan2019 10:25:33,000",,,
823290,19Aug1998,"24Jan2019 16:20:32,000",,,
823291,07Feb1977,"24Jan2019 12:25:32,000",,,
823293,11Apr1995,"24Jan2019 10:17:16,000",,,
823305,16Apr1986,"24Jan2019 16:35:33,000",,,
823310,08Nov1978,"24Jan2019 12:54:40,000",,,
823316,09May1969,"24Jan2019 12:51:42,000",1180476845,28Jan2019,4500
823317,06Sep1988,"24Jan2019 9:42:15,000",,,
823320,10Oct1991,"24Jan2019 16:01:23,000",1222701317,21Feb2019,2500
823320,10Oct1991,"24Jan2019 16:01:23,000",1271011395,22Mar2019,5000
823320,10Oct1991,"24Jan2019 16:01:23,000",1290460396,02Apr2019,4500
823339,08Dec1995,"24Jan2019 11:53:13,000",,,
823341,14Jul1996,"24Jan2019 10:17:41,000",,,
823344,08Dec1996,"24Jan2019 11:24:50,000",1285355031,31Mar2019,500
823344,08Dec1996,"24Jan2019 11:24:50,000",1297970121,06Apr2019,4500
823361,15Aug1981,"25Jan2019 12:25:34,000",,,
823379,14Nov1992,"25Jan2019 12:50:02,000",1207579032,14Feb2019,500
823379,14Nov1992,"25Jan2019 12:50:02,000",1272650276,24Mar2019,3000
823382,10Jun1973,"25Jan2019 11:48:54,000",,,
823383,16May1991,"25Jan2019 16:30:34,000",,,
823385,02Feb1995,"25Jan2019 16:30:57,000",,,
823386,05Jul1986,"25Jan2019 18:47:19,000",,,
823388,24Oct1983,"25Jan2019 14:57:47,000",,,
823392,19Jun1994,"25Jan2019 10:22:31,000",,,
823395,11May1992,"25Jan2019 21:00:34,000",1267830439,20Mar2019,4500
823395,11May1992,"25Jan2019 21:00:34,000",1293070508,04Apr2019,500
823399,26Jun1993,"25Jan2019 9:34:26,000",1234081519,28Feb2019,2500
823399,26Jun1993,"25Jan2019 9:34:26,000",1265192674,19Mar2019,3500
823403,26Sep1989,"25Jan2019 11:04:35,000",,,
823406,09May1999,"25Jan2019 11:57:14,000",1207257744,14Feb2019,500
823408,11Jun1994,"25Jan2019 16:37:49,000",,,
823409,04Mar1995,"25Jan2019 12:00:37,000",,,
823411,21Oct1988,"25Jan2019 20:10:33,000",,,
823413,28Oct1998,"25Jan2019 11:57:12,000",1192496236,04Feb2019,4500
823422,24Jan1994,"25Jan2019 22:32:19,000",1263732272,18Mar2019,3500
823422,24Jan1994,"25Jan2019 22:32:19,000",1288092916,01Apr2019,3500
823431,28Nov1991,"25Jan2019 12:08:53,000",1274255743,24Mar2019,4000
823431,28Nov1991,"25Jan2019 12:08:53,000",1294535475,04Apr2019,3000
823434,28Jul1992,"25Jan2019 13:15:34,000",1188200106,02Feb2019,2000
823434,28Jul1992,"25Jan2019 13:15:34,000",1282674100,28Mar2019,5500
823437,12Apr1994,"25Jan2019 9:55:36,000",,,
823442,23Sep1981,"25Jan2019 16:31:09,000",1184629045,31Jan2019,500
823442,23Sep1981,"25Jan2019 16:31:09,000",1202254082,10Feb2019,4500
823442,23Sep1981,"25Jan2019 16:31:09,000",1277784729,26Mar2019,6000
823443,15May1976,"25Jan2019 14:30:45,000",1180595470,28Jan2019,3000
823443,15May1976,"25Jan2019 14:30:45,000",1207158772,13Feb2019,4000
823444,27Aug1983,"25Jan2019 15:37:19,000",,,
823454,14Jul1992,"25Jan2019 11:19:45,000",1181782533,29Jan2019,500
823454,14Jul1992,"25Jan2019 11:19:45,000",1205934297,13Feb2019,500
823457,11Oct1985,"25Jan2019 16:30:33,000",,,
823458,23May1996,"25Jan2019 11:16:57,000",1200194383,08Feb2019,4500
823472,31Jul1998,"25Jan2019 18:10:57,000",,,
823481,24Mar1978,"25Jan2019 14:57:19,000",1247665271,10Mar2019,3500
823487,27Feb1994,"25Jan2019 11:24:15,000",,,
823491,09Feb1971,"25Jan2019 14:54:43,000",,,
823494,06Jun1985,"25Jan2019 12:32:51,000",,,
823500,03Mar1995,"25Jan2019 9:53:04,000",,,
823514,12Jul1992,"26Jan2019 9:38:12,000",,,
823575,22Feb1979,"28Jan2019 10:25:16,000",1187105675,31Jan2019,3500
823575,22Feb1979,"28Jan2019 10:25:16,000",1199070411,07Feb2019,3000
823575,22Feb1979,"28Jan2019 10:25:16,000",1263953453,18Mar2019,4000
823589,22Aug1988,"28Jan2019 12:02:43,000",1221411371,20Feb2019,4000
823594,02Jul1989,"28Jan2019 12:18:33,000",,,
823595,12May1993,"28Jan2019 10:24:01,000",,,
823599,20Jun1995,"28Jan2019 10:18:22,000",1268017047,20Mar2019,4000
823599,20Jun1995,"28Jan2019 10:18:22,000",1299361605,07Apr2019,3000
823612,26Aug1999,"28Jan2019 15:17:30,000",,,
823630,17Nov1963,"28Jan2019 12:45:16,000",1184521073,30Jan2019,2000
823630,17Nov1963,"28Jan2019 12:45:16,000",1211140044,14Feb2019,4000
823630,17Nov1963,"28Jan2019 12:45:16,000",1261232483,17Mar2019,3000
823632,25May1978,"28Jan2019 15:21:01,000",,,
823635,21Jul1998,"28Jan2019 9:56:53,000",,,
823648,17Jul1985,"28Jan2019 15:07:28,000",,,
823649,18Jul1991,"28Jan2019 9:15:28,000",1207642882,13Feb2019,4500
823655,02Oct2000,"28Jan2019 10:57:02,000",1183494102,30Jan2019,500
823656,19Jun1995,"28Jan2019 15:19:56,000",,,
823661,07Nov1988,"28Jan2019 12:57:29,000",1227005261,24Feb2019,5000
823662,25Mar1993,"28Jan2019 19:00:43,000",1284685841,29Mar2019,4500
823663,13Mar1997,"28Jan2019 20:11:36,000",,,
823665,04Mar1995,"28Jan2019 20:12:40,000",1203600907,12Feb2019,500
823671,20Jan2000,"28Jan2019 10:28:49,000",1184139007,30Jan2019,500
823675,23Dec1978,"28Jan2019 14:03:59,000",,,
823683,01Jul1977,"28Jan2019 19:12:27,000",1236549888,01Mar2019,2500
823685,09Nov1999,"28Jan2019 10:39:10,000",,,
823687,30Oct1974,"28Jan2019 16:10:47,000",,,
823691,21Nov1970,"28Jan2019 16:02:38,000",1209743999,14Feb2019,4500
823691,21Nov1970,"28Jan2019 16:02:38,000",1272347553,23Mar2019,3500
823694,01Feb1993,"28Jan2019 16:20:48,000",,,
823695,25Apr1985,"28Jan2019 16:07:05,000",1194565869,05Feb2019,4500
823700,14Oct1992,"28Jan2019 16:15:34,000",,,
823703,27May1987,"28Jan2019 16:15:49,000",1228488415,26Feb2019,500
823703,27May1987,"28Jan2019 16:15:49,000",1271689207,22Mar2019,5000
823707,10Apr2000,"28Jan2019 20:14:28,000",1217237225,18Feb2019,5500
823708,05Jun1988,"28Jan2019 16:00:51,000",1201094895,10Feb2019,3000
823712,06Apr1983,"28Jan2019 11:07:26,000",1196556185,07Feb2019,1500
823713,29Jan1974,"28Jan2019 16:20:49,000",,,
823718,14Aug1994,"28Jan2019 14:42:27,000",,,
823729,28Nov1989,"28Jan2019 18:22:27,000",,,
823734,06Sep1988,"28Jan2019 16:15:45,000",,,
823743,13Nov1995,"28Jan2019 18:35:44,000",1259123170,16Mar2019,3000
823746,14Jul2000,"28Jan2019 20:12:19,000",1239067297,04Mar2019,500
823749,16Oct1999,"28Jan2019 20:13:33,000",1184305365,29Jan2019,4500
823749,16Oct1999,"28Jan2019 20:13:33,000",1204044655,12Feb2019,500
823751,31May1965,"28Jan2019 14:18:54,000",1224156549,22Feb2019,4500
823759,05Jun1990,"28Jan2019 14:45:42,000",,,
823762,22Sep2000,"28Jan2019 16:20:40,000",1204211683,11Feb2019,5500
823781,22May1978,"28Jan2019 16:08:04,000",1196711997,06Feb2019,4000
823783,02Oct1990,"28Jan2019 13:27:30,000",,,
823786,20Nov1994,"28Jan2019 14:05:21,000",,,
823797,30Apr1990,"29Jan2019 10:40:50,000",1267648579,20Mar2019,4000
823802,27Dec1958,"29Jan2019 9:55:53,000",,,
823803,27Mar1990,"29Jan2019 14:30:04,000",,,
823804,04Feb1990,"29Jan2019 10:52:35,000",1207362849,13Feb2019,3000
823807,05Dec1997,"29Jan2019 12:45:58,000",,,
823808,01Jan1994,"29Jan2019 19:34:18,000",,,
823809,26Apr1979,"29Jan2019 8:45:47,000",,,
823827,16Feb1978,"29Jan2019 19:33:31,000",,,
823840,29Jun2000,"29Jan2019 19:27:51,000",,,
823848,19Jul1992,"29Jan2019 19:36:09,000",,,
823849,14Oct1998,"29Jan2019 12:45:32,000",,,
823856,02Oct2000,"29Jan2019 12:45:44,000",1205379753,13Feb2019,1500
823863,24Oct1981,"29Jan2019 12:32:31,000",,,
823870,20Nov1990,"29Jan2019 19:22:35,000",,,
823872,03Jun1962,"29Jan2019 14:45:48,000",,,
823877,09Dec1993,"29Jan2019 14:15:47,000",,,
823897,15Oct1997,"29Jan2019 16:06:10,000",,,
823906,26Feb1956,"29Jan2019 14:55:57,000",1212730652,16Feb2019,4500
823906,26Feb1956,"29Jan2019 14:55:57,000",1299499749,08Apr2019,500
823919,29Mar2000,"29Jan2019 10:45:47,000",1219854351,20Feb2019,4000
823920,26Feb1995,"29Jan2019 19:25:36,000",,,
823923,13Nov1963,"29Jan2019 10:46:40,000",,,
823934,28Feb1995,"29Jan2019 18:15:45,000",,,
823937,05Jun1996,"29Jan2019 17:02:42,000",,,
823954,24Jan1986,"29Jan2019 14:40:47,000",,,
823955,17Jul1997,"29Jan2019 13:37:30,000",1291010698,02Apr2019,4500
823961,27Mar2000,"29Jan2019 13:06:45,000",,,
823965,26Apr1997,"29Jan2019 12:09:03,000",,,
823976,24Sep1971,"29Jan2019 15:27:32,000",,,
823977,07Oct1979,"29Jan2019 17:55:46,000",,,
823978,14Feb1983,"29Jan2019 18:07:30,000",,,
823988,15Nov1997,"29Jan2019 17:13:29,000",,,
823990,31Dec1998,"29Jan2019 19:12:52,000",,,
823995,06May1978,"29Jan2019 21:32:30,000",1247324096,09Mar2019,4500
824001,17Dec1988,"29Jan2019 17:03:42,000",,,
824005,03Apr1998,"29Jan2019 12:55:34,000",1215258986,18Feb2019,4500
824005,03Apr1998,"29Jan2019 12:55:34,000",1250555281,11Mar2019,2000
824011,11Aug1977,"29Jan2019 18:12:33,000",1261233790,17Mar2019,3000
824012,13Oct1999,"29Jan2019 14:15:35,000",,,
824014,09Jun1969,"29Jan2019 21:22:30,000",1229402914,25Feb2019,5500
824014,09Jun1969,"29Jan2019 21:22:30,000",1245339668,07Mar2019,4500
824014,09Jun1969,"29Jan2019 21:22:30,000",1297374319,05Apr2019,4500
824018,07Nov1964,"29Jan2019 17:52:30,000",,,
824025,02Oct1995,"29Jan2019 12:21:34,000",,,
824036,17Nov1975,"29Jan2019 14:25:46,000",1225012629,23Feb2019,4000
824037,28Sep1974,"29Jan2019 12:45:52,000",,,
824043,21Feb1980,"29Jan2019 12:12:27,000",,,
824047,11Jan2001,"29Jan2019 19:29:58,000",,,
824051,17Jun1995,"29Jan2019 15:07:47,000",,,
824053,31Jul1991,"29Jan2019 13:20:18,000",,,
824054,08Jun1990,"29Jan2019 12:30:49,000",1290741063,03Apr2019,500
824062,12Nov1999,"29Jan2019 12:22:36,000",1183378645,29Jan2019,4500
824062,12Nov1999,"29Jan2019 12:22:36,000",1214413543,17Feb2019,3500
824062,12Nov1999,"29Jan2019 12:22:36,000",1277171358,26Mar2019,2500
824062,12Nov1999,"29Jan2019 12:22:36,000",1293302003,03Apr2019,5000
824065,22Mar2000,"29Jan2019 15:35:47,000",1204496500,11Feb2019,2500
824067,11Jun2000,"29Jan2019 17:35:32,000",1191923852,04Feb2019,3000
824068,11Oct1984,"29Jan2019 10:40:48,000",,,
824069,15Apr1985,"29Jan2019 19:18:01,000",,,
824074,08Dec1982,"29Jan2019 10:46:43,000",,,
824083,03May1987,"29Jan2019 12:45:53,000",,,
824090,12Dec1989,"29Jan2019 15:45:46,000",1244132391,08Mar2019,4500
824099,01Mar1999,"29Jan2019 13:19:30,000",,,
824105,27Oct1995,"30Jan2019 0:40:44,000",1202799659,10Feb2019,2000
824107,19Jun1998,"30Jan2019 11:15:09,000",,,
824121,03Feb1985,"30Jan2019 13:55:33,000",1210710516,14Feb2019,3500
824125,20Nov1990,"30Jan2019 10:21:36,000",,,
824129,15Jul2000,"30Jan2019 16:50:21,000",1219562202,20Feb2019,500
824129,15Jul2000,"30Jan2019 16:50:21,000",1236303341,01Mar2019,4500
824164,21Mar1965,"30Jan2019 8:05:46,000",1269050364,21Mar2019,2500
824165,11Mar1999,"30Jan2019 10:33:04,000",,,
824168,16Nov1993,"30Jan2019 12:33:34,000",,,
824174,26Dec1994,"30Jan2019 14:00:07,000",,,
824175,19Jan1985,"30Jan2019 14:30:59,000",1213304778,18Feb2019,1000
824201,08Dec1995,"30Jan2019 12:56:27,000",1196213843,07Feb2019,500
824205,04Feb1997,"30Jan2019 14:01:56,000",,,
824206,01Jan1982,"30Jan2019 12:37:40,000",1186036173,30Jan2019,5000
824206,01Jan1982,"30Jan2019 12:37:40,000",1205639599,12Feb2019,4000
824206,01Jan1982,"30Jan2019 12:37:40,000",1244722840,06Mar2019,3500
824207,18May1988,"30Jan2019 16:47:34,000",1247996125,10Mar2019,3500
824208,06Feb1996,"30Jan2019 13:52:59,000",,,
824209,15Feb1999,"30Jan2019 14:22:01,000",,,
824222,25Feb1999,"30Jan2019 21:29:45,000",,,
824226,06Jul1989,"30Jan2019 13:55:02,000",,,
824233,02Jul1992,"30Jan2019 13:45:02,000",,,
824235,29Nov1977,"30Jan2019 17:30:47,000",1262780020,18Mar2019,5000
824239,18Mar1996,"30Jan2019 14:15:33,000",1200789182,09Feb2019,2500
824242,25Sep1981,"30Jan2019 16:32:32,000",,,
824250,29Feb2000,"30Jan2019 19:49:58,000",1191684413,04Feb2019,3000
824253,14May1994,"30Jan2019 19:05:08,000",1188356422,01Feb2019,3000
824255,02Nov1965,"30Jan2019 10:48:04,000",,,
824258,23Jan1991,"30Jan2019 18:00:47,000",,,
824262,29Sep1980,"30Jan2019 9:54:21,000",1187848536,31Jan2019,2000
824262,29Sep1980,"30Jan2019 9:54:21,000",1208985652,13Feb2019,5000
824262,29Sep1980,"30Jan2019 9:54:21,000",1277257460,26Mar2019,3500
824283,22May1978,"30Jan2019 12:13:24,000",1220306429,20Feb2019,4000
824298,27Aug1988,"31Jan2019 20:13:00,000",,,
824302,13Oct1995,"31Jan2019 11:17:19,000",,,
824304,17Aug1988,"31Jan2019 10:17:15,000",1251637124,13Mar2019,1500
824331,04Dec1972,"31Jan2019 12:36:42,000",1205119331,12Feb2019,2000
824337,04Jul1993,"31Jan2019 13:52:50,000",,,
824346,09Apr1992,"31Jan2019 18:40:54,000",,,
824355,14Jun2000,"31Jan2019 10:16:43,000",1209977849,14Feb2019,4500
824355,14Jun2000,"31Jan2019 10:16:43,000",1259887748,17Mar2019,4000
824364,05Feb1995,"31Jan2019 21:54:56,000",,,
824366,02Sep1961,"31Jan2019 15:07:15,000",1275577446,25Mar2019,3000
824366,02Sep1961,"31Jan2019 15:07:15,000",1299417444,08Apr2019,1000
824367,28Mar1997,"31Jan2019 12:35:13,000",,,
824370,22May1989,"31Jan2019 11:49:00,000",,,
824376,02Sep1991,"31Jan2019 9:37:15,000",,,
824380,21Nov1989,"31Jan2019 9:46:31,000",1206675284,12Feb2019,2500
824382,04May1958,"31Jan2019 16:30:38,000",,,
824385,18Sep1997,"31Jan2019 11:45:44,000",,,
824390,11Jul1998,"31Jan2019 18:05:46,000",,,
824402,19Jun1999,"31Jan2019 16:00:39,000",1235904940,01Mar2019,3000
824403,20Mar1992,"31Jan2019 19:10:54,000",1222363061,21Feb2019,5000
824411,17Mar1999,"31Jan2019 10:38:18,000",1193746224,05Feb2019,3500
824412,02Dec1995,"31Jan2019 11:49:04,000",,,
824417,16Jul1983,"31Jan2019 16:30:35,000",,,
824419,09Oct1975,"31Jan2019 18:42:22,000",1205423436,13Feb2019,1000
824420,04Aug1993,"31Jan2019 13:08:52,000",1207938452,13Feb2019,3500
824424,08Nov2000,"31Jan2019 12:38:47,000",1199074657,07Feb2019,4500
824433,31Mar1986,"31Jan2019 17:32:46,000",1211147004,14Feb2019,4500
824442,10Sep1990,"31Jan2019 16:01:17,000",1216102488,19Feb2019,1500
824442,10Sep1990,"31Jan2019 16:01:17,000",1255617180,14Mar2019,500
824447,21May1981,"31Jan2019 11:48:52,000",,,
824456,21Dec1992,"31Jan2019 9:45:30,000",,,
824459,11Jul1980,"31Jan2019 12:37:18,000",1281695792,28Mar2019,2500
824460,02Apr1983,"31Jan2019 10:10:34,000",1242571152,05Mar2019,5000
824470,14May1990,"31Jan2019 11:52:15,000",1240671803,05Mar2019,1000
824493,02Jun2000,"31Jan2019 15:23:34,000",1199696109,08Feb2019,3000
824499,06Aug2000,"31Jan2019 11:34:59,000",,,
824508,25May1998,"01Feb2019 11:47:03,000",1200598810,09Feb2019,2500
824508,25May1998,"01Feb2019 11:47:03,000",1272023961,23Mar2019,5500
824513,03Oct1997,"01Feb2019 12:27:19,000",1205374149,12Feb2019,4000
824517,17Jun1997,"01Feb2019 11:19:00,000",1199035358,07Feb2019,4000
824528,15Sep1962,"01Feb2019 10:48:21,000",,,
824531,17Oct2000,"01Feb2019 13:36:25,000",,,
824532,18Feb1997,"01Feb2019 11:15:26,000",1192582431,05Feb2019,500
824535,08Aug1998,"01Feb2019 12:10:46,000",,,
824542,26Apr1979,"01Feb2019 12:57:03,000",1203236694,11Feb2019,3000
824543,16Aug1994,"01Feb2019 10:10:37,000",1221804329,22Feb2019,500
824544,21Jan1997,"01Feb2019 10:55:51,000",,,
824547,29Dec1993,"01Feb2019 11:46:01,000",1207356866,13Feb2019,3000
824547,29Dec1993,"01Feb2019 11:46:01,000",1250523543,11Mar2019,5000
824559,11Aug1994,"01Feb2019 14:32:05,000",,,
824569,11Dec1987,"01Feb2019 14:25:24,000",,,
824573,22Feb1993,"01Feb2019 9:10:53,000",,,
824578,13Jan1998,"01Feb2019 15:58:03,000",1208556972,13Feb2019,2500
824578,13Jan1998,"01Feb2019 15:58:03,000",1236542730,01Mar2019,2500
824578,13Jan1998,"01Feb2019 15:58:03,000",1296357653,05Apr2019,3500
824580,15Oct1987,"01Feb2019 15:41:48,000",1207655588,13Feb2019,3500
824580,15Oct1987,"01Feb2019 15:41:48,000",1283033393,29Mar2019,500
824583,02Aug1996,"01Feb2019 12:45:47,000",1198440926,07Feb2019,4000
824585,23Feb1998,"01Feb2019 13:09:37,000",1221588522,20Feb2019,2500
824593,29Aug1999,"01Feb2019 11:45:23,000",1240079382,04Mar2019,3500
824598,20Apr1998,"01Feb2019 10:48:17,000",,,
824603,27May1982,"03Feb2019 16:57:24,000",1200042246,08Feb2019,5000
824617,22Apr1994,"03Feb2019 17:20:38,000",1236901492,02Mar2019,3000
824620,22Jan1979,"03Feb2019 17:02:25,000",1225439232,24Feb2019,4000
824620,22Jan1979,"03Feb2019 17:02:25,000",1285286115,30Mar2019,3000
824628,12Sep1998,"04Feb2019 11:43:21,000",,,
824631,25Nov1987,"04Feb2019 15:38:15,000",1285272309,30Mar2019,2500
824636,15Nov1996,"04Feb2019 14:46:54,000",,,
824639,13Apr1995,"04Feb2019 10:28:15,000",,,
824640,07Apr2000,"04Feb2019 22:50:12,000",1198449527,08Feb2019,1500
824646,27Jan1992,"04Feb2019 10:44:57,000",,,
824649,08Jul1994,"04Feb2019 10:25:14,000",,,
824658,19May1995,"04Feb2019 12:18:25,000",1201500715,11Feb2019,1500
824685,22Apr1997,"04Feb2019 11:05:17,000",,,
824698,22Jan2001,"04Feb2019 10:28:13,000",,,
824700,25Mar1981,"04Feb2019 9:38:11,000",,,
824710,24May1981,"04Feb2019 19:33:52,000",,,
824712,16Sep1999,"04Feb2019 22:50:31,000",1199980743,08Feb2019,4500
824713,01Jan1998,"04Feb2019 10:44:50,000",,,
824720,02Aug1986,"04Feb2019 11:03:29,000",1284972087,30Mar2019,4500
824724,26Feb1987,"04Feb2019 9:28:27,000",1285244388,30Mar2019,5000
824724,26Feb1987,"04Feb2019 9:28:27,000",1289673115,02Apr2019,1000
824730,07Jul1997,"04Feb2019 10:29:45,000",,,
824740,19May1987,"04Feb2019 9:15:47,000",,,
824743,08Jun1996,"04Feb2019 9:53:18,000",,,
824746,08Dec1982,"04Feb2019 9:53:15,000",,,
824749,01Aug1983,"04Feb2019 16:22:14,000",1218922214,19Feb2019,3500
824752,09Feb1987,"04Feb2019 9:15:49,000",1262822571,18Mar2019,5000
824753,04Aug1985,"04Feb2019 8:11:26,000",,,
824756,24Jul2000,"04Feb2019 14:17:16,000",,,
824772,29Aug1999,"04Feb2019 12:51:39,000",,,
824774,19Feb1998,"04Feb2019 19:32:45,000",1227280974,25Feb2019,500
824775,10Sep1995,"04Feb2019 10:18:15,000",,,
824776,03Nov1985,"04Feb2019 8:52:28,000",1253643862,13Mar2019,2000
824794,07Nov2000,"04Feb2019 15:53:17,000",1221189893,21Feb2019,500
824800,30May1980,"04Feb2019 22:51:08,000",,,
824810,20Jan1998,"04Feb2019 16:15:24,000",1220965627,21Feb2019,500
824810,20Jan1998,"04Feb2019 16:15:24,000",1276109922,25Mar2019,4500
824816,14Jul1987,"04Feb2019 11:20:14,000",1222000278,21Feb2019,4000
824816,14Jul1987,"04Feb2019 11:20:14,000",1264971074,20Mar2019,500
824825,26Aug1990,"04Feb2019 11:05:19,000",1192535966,04Feb2019,3000
824826,27Apr1993,"04Feb2019 10:13:19,000",,,
824829,28Apr1981,"04Feb2019 10:24:44,000",1270554136,22Mar2019,1000
824838,26Mar2000,"04Feb2019 14:52:59,000",,,
824846,09Oct2000,"04Feb2019 16:18:12,000",,,
824851,20Dec1979,"04Feb2019 11:06:40,000",1200107695,09Feb2019,1500
824858,15Mar1999,"04Feb2019 13:33:45,000",1195832713,07Feb2019,500
824858,15Mar1999,"04Feb2019 13:33:45,000",1245742102,06Mar2019,4500
824858,15Mar1999,"04Feb2019 13:33:45,000",1288704336,01Apr2019,5000
824864,09Nov1973,"04Feb2019 13:29:18,000",1195469980,06Feb2019,4500
824897,13Sep1991,"04Feb2019 10:33:14,000",,,
824905,12Jun1974,"04Feb2019 11:33:14,000",,,
824909,14Dec2000,"05Feb2019 12:32:13,000",1222285076,21Feb2019,4500
824922,24Jul1963,"05Feb2019 15:04:54,000",,,
824923,19Mar1998,"05Feb2019 12:07:22,000",1223151342,21Feb2019,3500
824923,19Mar1998,"05Feb2019 12:07:22,000",1246175570,06Mar2019,3000
824932,02Apr1998,"05Feb2019 11:50:13,000",,,
824937,25Jun1983,"05Feb2019 11:34:55,000",,,
824962,16Jul1998,"05Feb2019 11:19:43,000",1205646294,12Feb2019,2000
824980,09Jun1994,"05Feb2019 12:23:30,000",1196412942,07Feb2019,500
824980,09Jun1994,"05Feb2019 12:23:30,000",1245368490,07Mar2019,500
824991,12Dec1994,"05Feb2019 11:21:55,000",1197997491,08Feb2019,500
824997,10May1972,"05Feb2019 13:18:18,000",1236262898,01Mar2019,6000
